train_loss,train_acc,val_loss,val_acc
0.2718568289031585,0.5181143879890442,0.2442469431294335,0.6544502377510071
0.23227505986061361,0.6084679365158081,0.205556381907728,0.8516579270362854
0.20523767587211397,0.6761239767074585,0.16110367990202373,0.897033154964447
0.17653142691900334,0.7324312329292297,0.13060761077536476,0.8952879309654236
0.15529388096183538,0.7743343710899353,0.11265956900186008,0.904013991355896
0.13344615128719145,0.8101266026496887,0.09790357160899374,0.9179755449295044
0.1188347967238062,0.8389349579811096,0.0833776214470466,0.933682382106781
0.10723898683985074,0.8494107127189636,0.07468175950149696,0.9284467697143555
0.0984561922442582,0.8629419207572937,0.06504780964718924,0.9371727705001831
0.08236524025495681,0.8996071815490723,0.058412734833028584,0.9511343836784363
0.07987440563738346,0.8991706967353821,0.054376929791437253,0.9511343836784363
0.07228477498412961,0.90659099817276,0.053014418938093714,0.9476439952850342
0.06681522124239968,0.911828875541687,0.046384792050553694,0.9511343836784363
0.06185944207633535,0.9205586910247803,0.04474558846818076,0.9476439952850342
0.0556881444192388,0.9288520216941833,0.04042311871631278,0.9528796076774597
0.05234480129244427,0.9336534142494202,0.04200054984539747,0.9528796076774597
0.05824178931975944,0.922741174697876,0.039185892738815814,0.9511343836784363
0.05187829314834542,0.9323439598083496,0.03974039666354656,0.9511343836784363
0.04945622451486997,0.9375818371772766,0.03692365008302861,0.9528796076774597
0.04556234819271291,0.9445657134056091,0.0364772639133864,0.9528796076774597
0.046856665440524616,0.9353994131088257,0.03368499890590707,0.9546247720718384
0.047210946950751044,0.9367088675498962,0.032266392191458076,0.9598603844642639
0.03740981864717065,0.9528589844703674,0.029192847147997882,0.9616056084632874
0.03987791690613247,0.9480575919151306,0.027174155771111447,0.963350772857666
0.03702234336459595,0.9567874073982239,0.02767815501687841,0.9598603844642639
0.03426276848444508,0.9550414681434631,0.027548336372193363,0.9616056084632874
0.03855323059380882,0.9519860148429871,0.02609858872084361,0.9546247720718384
0.032338101293943405,0.9585334062576294,0.026809343175652128,0.9598603844642639
0.03052817994224218,0.9615887999534607,0.027691292201375797,0.9546247720718384
0.03206965703834107,0.9611523151397705,0.025331461659839585,0.9668411612510681
0.03149023459021313,0.9594063758850098,0.028693841421045363,0.9598603844642639
0.03227364427423001,0.9572238922119141,0.02763576354158835,0.9650959968566895
0.02885301432009631,0.962898313999176,0.026057839510031044,0.9650959968566895
0.02865264249461082,0.9611523151397705,0.025910678817631885,0.9650959968566895
0.026313829911588173,0.9690091609954834,0.025929844291466806,0.9685863852500916
0.02418105707814296,0.9655172228813171,0.023501884476799104,0.970331609249115
0.026881902653258294,0.9655172228813171,0.02173379377927631,0.9755671620368958
0.0209818417804652,0.9738105535507202,0.021539588200135365,0.9755671620368958
0.025235733839104393,0.968136191368103,0.023223199111978628,0.970331609249115
0.02548600370209897,0.9655172228813171,0.023644029757835798,0.970331609249115
0.02653150470642787,0.9642077684402466,0.02285790974403628,0.9738219976425171
0.020478067533177737,0.9746835231781006,0.022137765856718436,0.9720767736434937
0.021912754058980174,0.9725010991096497,0.022839089936395694,0.9685863852500916
0.024006327217244286,0.9729375839233398,0.024130126015127946,0.9668411612510681
0.023506238699256856,0.9698821306228638,0.022497562051285058,0.9685863852500916
0.018478604514611006,0.9781754612922668,0.020792452017000567,0.9720767736434937
0.01958884301833071,0.9751200079917908,0.02117636396562577,0.9720767736434937
0.01639019745238733,0.978611946105957,0.021764044960339863,0.970331609249115
0.01726420321857505,0.9794849157333374,0.021509615405294526,0.9720767736434937
0.01649625595604852,0.9773024916648865,0.022040355748484015,0.9668411612510681
0.016904494987506444,0.9781754612922668,0.023545646141024515,0.970331609249115
0.017302676891429454,0.9799214601516724,0.025427389071814507,0.9668411612510681
